uid,title,synopsis,genre,aired,episodes,members,popularity,ranked,score,img_url,link
40010,Ishuzoku Reviewers,"In our world, the human race constantly debates about several important issues, such as: which girl is the best girl? How good is something as fapping material? Which fetish is the sexiest? 
 
Accompany these great warriors as they present us with different girls, different opinions, different boners, and show us that the fantasy world may not be all that different from ours. 
 
(Source: MU)","['Comedy', 'Ecchi', 'Fantasy']","Jan 11, 2020 to ?",,19725,3241,,,https://cdn.myanimelist.net/images/anime/1877/104025.jpg,https://myanimelist.net/anime/40010/Ishuzoku_Reviewers
38790,Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,"After receiving an invitation from her friend Risa Shiromine, Kaede Honjou begins playing the VRMMO game New World Online as the character Maple. Lacking knowledge of the game, she allocates all her status points to defense. As a result, her movements are slow, she cannot use magic, and even gets attacked by the rabbits. However, she obtains a skill called ""Absolute Defense"" due to maxing out her vitality points, and a counter skill that kills in a single hit. A ""mobile fortress style"" novice with a poisonous skill that makes all attacks invalid and overrides all obstacles, she goes off to adventures, disregarding her irregularities. 
 
(Source: MAL News)","['Action', 'Sci-Fi', 'Adventure', 'Comedy', 'Fantasy']","Jan 8, 2020 to ?",,15081,3697,,,https://cdn.myanimelist.net/images/anime/1826/105017.jpg,https://myanimelist.net/anime/38790/Itai_no_wa_Iya_nano_de_Bougyoryoku_ni_Kyokufuri_Shitai_to_Omoimasu
1081,Space Pirate Captain Herlock: Outside Legend - The Endless Odyssey,"On an archaelogical mission to the end of the known universe, Professor Daiba unwitting unleashes an ancient horror from its confines. Five years later the malevolent alien force sets in motion a plan which reunites the various crewmembers of the Arcadia to sail the stars once more as well as bring Tadashi Daiba to meet Harlock for the first time (again).  
 
(Source: ANN) ","['Action', 'Adventure', 'Space', 'Drama', 'Sci-Fi', 'Seinen']","Dec 21, 2002 to Dec 21, 2003",13.0,5438,5555,2079.0,7.41,https://cdn.myanimelist.net/images/anime/3/21257.jpg,https://myanimelist.net/anime/1081/Space_Pirate_Captain_Herlock__Outside_Legend_-_The_Endless_Odyssey
40787,Josee to Tora to Sakana-tachi,"A youth romantic drama with themes of growing up, the story focuses on college student Tsuneo and dreamer Josee, who lives her life stuck in a wheelchair. Josee—named after the heroine in Françoise Sagan's Wonderful Clouds—spends most of her days reading and painting until by chance she encounters Tsuneo, and decides it's time to face the real world. 
 
(Source: MAL News)","['Slice of Life', 'Drama', 'Romance']",2020,1.0,652,11947,,,https://cdn.myanimelist.net/images/anime/1640/104562.jpg,https://myanimelist.net/anime/40787/Josee_to_Tora_to_Sakana-tachi
35213,Kai Feng Kidan Movie,"North Song Dynasty in ancient China, a legendary figure emerged in North Song’s capital Kai Feng. He is governor Zheng Bao. Peasants call him Bao Gong (Lord Bao). In a corrupted government, he differentiates himself by demonstrating extreme honestly, uprightness, impartiality, and the courage to uphold justice, which, won him the title ""Justice Bao"". In Chinese folklore, Zheng Bao is the reincarnation of Megrez (Chinese God of Wisdom) and possesses supernatural powers. Kai Feng Story tells the legend of Bao Gong in a brand new type of personality. 
 
(Source: u17)","['Action', 'Comedy', 'Supernatural']",Not available,1.0,228,13075,,,https://cdn.myanimelist.net/images/anime/9/84842.jpg,https://myanimelist.net/anime/35213/Kai_Feng_Kidan_Movie
15751,Senyuu.,"Once upon a time, the demon lord Rchimedes spread terror throughout the world, until he was eventually sealed away by the legendary hero Creasion. Since then, a thousand years have passed peacefully. However, a mysterious hole has opened up between the demon and human spheres, and countless demons have surged into the human realm once more. Coming to the conclusion that Rchimedes would soon return to wreak havoc, a human king summons the possible descendants of the legendary hero—all 75 of them. Unfortunately, after so long, it was too difficult to pinpoint his true descendants.  
 
Among the lionhearted prospects is the amateur adventurer Alba Frühling. His skills may not be top-notch, but he is accompanied by the talented soldier Ross, who helps the young hero whenever he is in a pinch...or at least, he is supposed to. Though undoubtedly a skilled warrior, Ross is actually both sarcastic and sadistic, and hence revels in Alba's suffering.  
 
 Senyuu.  is a comedic adventure following the unlikely duo as they struggle in their endeavor to defeat the demon lord, meeting various eccentrics along the way. 
 
[Written by MAL Rewrite]","['Action', 'Comedy', 'Parody', 'Fantasy', 'Shounen']","Jan 9, 2013 to Apr 3, 2013",13.0,91276,1188,2078.0,7.41,https://cdn.myanimelist.net/images/anime/6/44858.jpg,https://myanimelist.net/anime/15751/Senyuu
5909,Seitokai no Ichizon,"Imagine living life as the vice president of the student council, passing the days eating snacks, playing games, and bonding with a harem of beautiful girls. This is exactly the kind of life that high school student Ken Sugisaki leads, or so he thinks! 
 
Usually, the officers of Hekiyou Academy's student council are elected by popular vote, but an additional position is granted to the student who scores the highest on the exams. Ken, who historically has had below average grades, worked hard to improve them to be accepted into the student council, with the ultimate goal of surrounding himself with girls who fawn over him. 
 
Unfortunately for the vice president, things do not go quite as planned. Not only do the ladies of the council continually rebuff his advances, they also prefer to focus on more important and ""boring"" activities, such as organizing school events and managing the other clubs. But a few minor hurdles like these won't stop Ken from chasing after his dreams, even if they seem a bit ridiculous.   
 
[Written by MAL Rewrite]","['Harem', 'Comedy', 'Parody', 'School']","Oct 3, 2009 to Dec 19, 2009",12.0,150251,738,2077.0,7.41,https://cdn.myanimelist.net/images/anime/7/19646.jpg,https://myanimelist.net/anime/5909/Seitokai_no_Ichizon
5984,Ristorante Paradiso,"When Nicoletta was a little girl, her mother, Olga, abandoned her and ran off to Rome to remarry. Now, 15 years later and a young woman, she travels to Rome with the intention of ruining her mother's life. She tracks Olga down to a restaurant called Casetta dell'Orso, but the second Nicoletta steps through its door, everything changes. It's a peculiar place staffed entirely by mature gentlemen wearing spectacles, and like their clientele, she is helpless against their wise smiles and warm voices. Before Nicoletta realizes it, her plans for vengeance start to fade, and she's swept up in the sweet romance of everyday Italian life.  
 
(Source: Right Stuf) ","['Drama', 'Josei', 'Romance', 'Slice of Life']","Apr 9, 2009 to Jun 25, 2009",11.0,32594,2447,2075.0,7.41,https://cdn.myanimelist.net/images/anime/13/17488.jpg,https://myanimelist.net/anime/5984/Ristorante_Paradiso
40045,Kaiketsu Zorori (2020),,"['Adventure', 'Kids']","Apr, 2020 to ?",,130,14855,,,https://cdn.myanimelist.net/images/anime/1120/101857.jpg,https://myanimelist.net/anime/40045/Kaiketsu_Zorori_2020
38254,Hashiri Tsuzukete Yokattatte.,"Minato visits a recitation at an anime event with his friend. He is captivated by the voice actors' performances and decides to enroll in Suidoubashi Animation Academy. There, he meets Chikako, who used to live in the room he is moving into and who left a message in a USB drive. Minato, who aims to be a voice actor but is unable to put himself into the role, and Chikako, who lives with a past trauma, encourage one another and try to improve themselves. With the help of seniors such as Ryouta and Kei watching over them, they try to mature. As they stumble and worry, what lies ahead for them both? 
 
(Source: MAL News)","['Drama', 'Slice of Life']","Oct 9, 2018 to Oct 30, 2018",4.0,8258,4704,6214.0,6.47,https://cdn.myanimelist.net/images/anime/1533/94555.jpg,https://myanimelist.net/anime/38254/Hashiri_Tsuzukete_Yokattatte
30721,Hacka Doll The Animation,"Hacka Dolls are AI that scan a person in order to tailor news recommendations and information to their users. These widespread, personalized robots have served many citizens, from government officials to professional sports players. 
 
A severe drop in quality leads to the production of three substandard Hacka Dolls. Due to their personality defects, they are sent to Earth, tasked with advancing humanity in whatever way they can. Whether it be encouraging a fujoshi to sell a doujinshi at Comiket or performing in an idol group, the three dolls will complete any task as long as it abides by their moral compass. Despite their shortcomings, they take their mission very seriously and always try their best to assist everyone with incredible enthusiasm. 
 
[Written by MAL Rewrite]","['Comedy', 'Sci-Fi']","Oct 2, 2015 to Dec 25, 2015",13.0,34899,2354,6212.0,6.47,https://cdn.myanimelist.net/images/anime/6/75751.jpg,https://myanimelist.net/anime/30721/Hacka_Doll_The_Animation
39531,Kuutei Dragons,"Dragons, the rulers of the sky. To many people on the surface, they are a dire threat, but at the same time, a valuable source of medicine, oil, and food. There are those who hunt the dragons. They travel the skies in dragon-hunting airships. This is the story of one of those ships, the “Quin Zaza,” and its crew.  
 
(Source: Official site)","['Adventure', 'Fantasy', 'Seinen']","Jan 9, 2020 to ?",,12288,4006,,,https://cdn.myanimelist.net/images/anime/1019/103606.jpg,https://myanimelist.net/anime/39531/Kuutei_Dragons
1905,Harukanaru Toki no Naka de: Hachiyou Shou Specials,Short clips about what happens after the TV series.,"['Fantasy', 'Magic', 'Romance', 'Supernatural', 'Historical', 'Shoujo']","Sep 23, 2005 to Apr 16, 2006",8.0,2276,7630,6213.0,6.47,https://cdn.myanimelist.net/images/anime/7/30559.jpg,https://myanimelist.net/anime/1905/Harukanaru_Toki_no_Naka_de__Hachiyou_Shou_Specials
31630,"Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!","Since he was a child, Ryuuichi Naruhodou's dream was to become a defense attorney, protecting the innocent when no one else would. However, when the rookie lawyer finally takes on his first case under the guidance of his mentor Chihiro Ayasato, he realizes that the courtroom is a battlefield. In these fast paced trials, Ryuuichi is forced to think outside the box to uncover the truth of the crimes that have taken place in order to prove the innocence of his clients. 
 
 Gyakuten Saiban: Sono ""Shinjitsu"", Igi Ari!  follows Ryuuichi as he tackles cases to absolve the falsely accused of the charges they face. It will not be easy—standing in his path is the ruthless Reiji Mitsurugi, a prosecutor who will stop at nothing to hand out guilty verdicts. With his back against the wall, the defense attorney must carefully examine both evidence and witness testimony, sifting through lies to solve the mystery behind each case. With a shout of ""objection!,"" the battle in the courtroom begins! 
 
[Written by MAL Rewrite]","['Comedy', 'Drama', 'Mystery', 'Police']","Apr 2, 2016 to Sep 24, 2016",24.0,91791,1181,6211.0,6.47,https://cdn.myanimelist.net/images/anime/5/79448.jpg,https://myanimelist.net/anime/31630/Gyakuten_Saiban__Sono_Shinjitsu_Igi_Ari
17651,Genei wo Kakeru Taiyou,"Akari Taiyou is an apprentice fortune teller living with her aunt, uncle, and their daughter Fuyuna. Having lost her mother at a young age, the only thing Akari has left of her is a deck of tarot cards and a dream to follow in her footsteps as a fortune teller. 
 
One night, Akari has a dream of being attacked by a plant monster and witnesses a stronger version of herself defeat it. When she awakens, she discovers to her horror that the monster was actually Fuyuna. But mysteriously, Akari and her relatives soon forget Fuyuna ever existed. After another close encounter with a similar monster, she is rescued by three magical girls: Ginka Shirokane, Seira Hoshikawa, and Luna Tsukuyomi. They explain that they are from the Sefiro Fiore organization, which uses Elemental Tarot power to fight the evil creatures known as ""Daemonia."" 
  
Akari discovers she too is a magical girl and has inherited her mother's power of The Sun card. However, she comes to realize Daemonia are actually people who have been possessed, and she must decide whether to try to save what is left of their humanity or to wipe them from existence. As Akari comes to terms with her grim duty of protecting the world from Daemonia, the bonds of the organization and that of their team will soon be strained when they deal with grave threats from the outside and from within. 
 
[Written by MAL Rewrite]",['Magic'],"Jul 6, 2013 to Sep 28, 2013",13.0,43941,2064,6210.0,6.47,https://cdn.myanimelist.net/images/anime/4/51071.jpg,https://myanimelist.net/anime/17651/Genei_wo_Kakeru_Taiyou
36252,Library Cross Infinite,"Based on Otomate's puzzle role-playing game. 
 
A medical student named Shiina and nine male partners are trapped in a certain dimensional realm with many ancient texts and an enormous mysterious clock. Together, they must find a way to escape by uncovering clues before the clock strikes ""13."" 
 
(Source: ANN)","['Mystery', 'Supernatural', 'Romance', 'Josei']",Not available,,999,9550,,,https://cdn.myanimelist.net/images/anime/3/87563.jpg,https://myanimelist.net/anime/36252/Library_Cross_Infinite
